S. No.,Month ,Crash Date,Crash Day,Article Date ,Location,Million Plus City,State,LatLong,Vehicle 1,Vehicle/Object 2,Killed,Injured,Age,Gender,Road Type,Crash Type
2271,June,14 Jun 23,Wednesday,15 Jun 23,Mohali,Nil,Punjab,"30.744455685753547, 76.65300091998748",Car,Truck,2,3,NA,Male,NH,Head On Collision 
2272,June,14 Jun 23,Wednesday,15 Jun 23,Khanpur ,Nil,Punjab,"30.75464311684099, 76.62702085801223",Two Wheeler,Unidentified,1,1,21,Male,NH,Hit and Run
2273,June,14 Jun 23,Wednesday,15 Jun 23,Bashona,Nil,Himachal Pradesh,"31.871031353069032, 77.17674375720803",Bus,Gorge,2,5,NA,NA,OR,Vehicle Overturn
2274,June,14 Jun 23,Wednesday,15 Jun 23,Ideal corner,Mumbai,Maharashtra,"18.93511912853356, 72.83320592256824",Two Wheeler,Car,2,0,"35,47",Male,OR,Hit From Back
2275,June,15 Jun 23,Thursday,16 Jun 23,Sendivakkam,Nil,Tamil Nadu,"12.456115475442362, 79.80665086504534",Two Wheeler,Unidentified,3,0,"4,50,42",Both,OR,Hit and Run
2276,June,15 Jun 23,Thursday,16 Jun 23,Sholavaram,Nil,Tamil Nadu,"13.23587436451, 80.16353683437387",Van,Truck,3,0,"43,25,32",Male,OR,Hit From Back
2277,June,15 Jun 23,Thursday,16 Jun 23,Dumar Kachhar,Nil,Madhya Pradesh,"23.220569810001827, 82.14021984486837",Two Wheeler,Tractor,2,1,NA,Male,NH,Hit From Side
2278,June,15 Jun 23,Thursday,16 Jun 23,Mattam Bhimavaram,Nil,Andhra Pradesh,"17.77508388188508, 81.93230487674732",Car,Nil,3,23,"35,60,55",Both,OR,Run Off Road
2279,June,16 Jun 23,Friday,17 Jun 23,Gundlapalli,Nil,Telangana,"18.1910150092227, 79.94125134695838",Two Wheeler,Divider,2,0,"21,22",Male,NH,Fixed Object Collision
2280,June,15 Jun 23,Thursday,17 Jun 23,Cheragi,Nil,Assam,"24.319184264505672, 92.3935605339114",Two Wheeler,Two Wheeler,1,5,20,Male,OR,Head On Collision 
2281,June,16 Jun 23,Friday,17 Jun 23,Golai,Nil,Assam,"27.364983421131786, 95.63581024948334",Car,Tree,4,0,"30,57,36,27",Both,NH,Fixed Object Collision
2282,June,16 Jun 23,Friday,17 Jun 23,Sadiq,Nil,Punjab,"30.70778960736176, 74.5862918130782",Two Wheeler,Car,2,0,"52,54",Male,NH,Hit From Back
2283,June,17 Jun 23,Saturday,18 Jun 23,Madiki ,Nil,Andhra Pradesh,"16.853922537345586, 81.83287099647276",Van,Car,5,8,"55,55,35,45,45",Both,OR,Head On Collision 
2284,June,16 Jun 23,Friday,18 Jun 23,Patara,Nil,Uttar Pradesh,"26.23328811501155, 80.19739508037516",Two Wheeler,Truck,2,0,"18,22",Male,NH,Hit From Back
2285,June,16 Jun 23,Friday,18 Jun 23,Kudrail,Nil,Uttar Pradesh,"26.908299948636813, 79.32611242580302",Two Wheeler,Truck,2,0,"20,21",Male,SH,With Parked Vehicle
2286,June,17 Jun 23,Saturday,18 Jun 23,Light Point,Chandigarh,Punjab,"30.691489027661596, 76.80276584159046",Car,Pick Up,2,2,NA,Both,OR,Others
2287,June,18 Jun 23,Sunday,19 Jun 23,Gopa Thanda,Nil,Telangana,"17.45545988105435, 80.03897049783521",Car,Tree,1,0,56,Male,OR,Fixed Object Collision
2288,June,18 Jun 23,Sunday,19 Jun 23,Nakkala Gutta,Nil,Telangana,"17.99746582469721, 79.55341351504958",Two Wheeler,Tractor,1,0,52,Female,NH,Hit From Back
2289,June,18 Jun 23,Sunday,19 Jun 23,Hosur,Nil,Karnataka,"13.350788599372498, 78.12633462478937",Two Wheeler,Two Wheeler,1,0,80,Male,OR,Head On Collision 
2290,June,17 Jun 23,Saturday,20 Jun 23,Ulwe ,Mumbai,Maharashtra,"18.95911023747639, 73.03754993419261",Car,Divider,1,8,71,Male,NH,Fixed Object Collision
2291,June,19 Jun 23,Monday,20 Jun 23,Aji Dam,Rajkot,Gujarat,"22.277910961179764, 70.83712461683756",Pedestrian,Unidentified,1,0,40,Male,SH,Hit and Run
2292,June,18 Jun 23,Sunday,20 Jun 23,Peddemul,Nil,Telangana,"17.33957787635739, 77.65964276766196",Car,Nil,1,7,22,Female,OR,Run Off Road
2293,June,19 Jun 23,Monday,20 Jun 23,Kamalam,Nil,Gujarat,"23.14767795817291, 72.63447060232629",Two Wheeler,SUV,2,0,"42,17",Both,SH,Hit From Back
2294,June,18 Jun 23,Sunday,20 Jun 23,Andalpuram,Madurai,Tamil Nadu,"9.910021498271881, 78.1026413210903",Two Wheeler,Bus,1,1,21,Male,OR,Hit From Back
2295,June,21 Jun 23,Wednesday,21 Jun 23,Mahavan,Nil,Uttar Pradesh,"27.432897597797343, 77.74385250237044",Car,Car,2,4,"70,32",Both,OR,Hit From Back
2296,June,20 Jun 23,Tuesday,21 Jun 23,Tanda,Nil,Uttarakhand,"29.08143734978924, 79.4343409189833",Car,Bus,1,3,40,Female,OR,Hit From Back
2297,June,20 Jun 23,Tuesday,21 Jun 23,Rudrapur,Nil,Uttarakhand,"28.98335325862951, 79.39969602063346",Two Wheeler,Car,1,1,52,Male,NH,Head On Collision 
2298,June,20 Jun 23,Tuesday,21 Jun 23,Phase 3 ,Chandigarh,Chandigarh,"30.701206517740417, 76.73811454173993",Two Wheeler,Car,1,0,NA,Male,OR,Hit From Side
2299,June,19 Jun 23,Monday,21 Jun 23,Sanskruti Restaurant,Nil,Maharashtra,"19.97185408552217, 73.67979012376445",Two Wheeler,Car,2,0,"36,31",Male,NH,Head On Collision 
2300,June,20 Jun 23,Tuesday,21 Jun 23,Nirjan,Nil,Haryana,"29.332361839831194, 76.37216804741239",Two Wheeler,Truck,5,0,"42,12,10,5",Both,SH,Others
2301,June,19 Jun 23,Monday,21 Jun 23,Muradpur chowk,Nil,Bihar,"26.009284444916908, 85.45375751333216",Auto Rickshaw,Truck,3,3,NA,NA,OR,With Parked Vehicle
2302,June,21 Jun 23,Wednesday,22 Jun 23,Dhola Sadiya Bridge,Nil,Assam,"27.77358509486043, 95.67086946778453",Car,Truck,2,2,"22,28",NA,NH,Others
2303,June,22 Jun 23,Thursday,22 Jun 23,Munsyari,Nil,Uttarakhand,"30.073308494026286, 80.23227754186095",Van,Ditch,9,2,NA,NA,OR,Vehicle Overturn
2304,June,20 Jun 23,Tuesday,22 Jun 23,Trichy-Chennai Highway,Nil,Tamil Nadu,"12.847072511762255, 80.06271346863879",Truck,Bus,1,1,29,Male,NH,Others
2305,June,23 Jun 23,Friday,23 Jun 23,Dilawarpur,Nil,Uttar Pradesh,"27.814941762985036, 79.76385319067194",Two Wheeler,Unidentified,5,0,NA,Both,OR,Hit and Run
2306,June,21 Jun 23,Wednesday,23 Jun 23,Vellarada,Nil,Kerala,"8.450163992481496, 77.19757532729035",Two Wheeler,Bus,1,1,23,Male,SH,Head On Collision 
2307,June,22 Jun 23,Thursday,23 Jun 23,Ashewadi,Nil,Maharashtra,"20.083073793949193, 73.77859641679767",Bus,Truck,1,18,NA,NA,NH,Head On Collision 
2308,June,22 Jun 23,Thursday,23 Jun 23,Betma,Nil,Madhya Pradesh,"22.68327527925999, 75.59793443490256",Tractor,Pick Up,1,0,28,Male,NH,Hit From Side
2309,June,23 Jun 23,Friday,24 Jun 23,"Container Road, Kothad",Kochi,Kerala,"10.051053118430016, 76.27806293541411",Two Wheeler,Truck,1,0,21,Male,NH,Head On Collision 
2310,June,23 Jun 23,Friday,24 Jun 23,"Bus Stand, Khanna",Nil,Punjab,"30.70024014344755, 76.23035644118198",Two Wheeler,Car,1,3,4,Male,NH,Hit From Back
2311,June,25 Jun 23,Sunday,25 Jun 23,Manapparai,Nil,Tamil Nadu,"10.61183830601981, 78.42016708282694",Car,Bus,5,43,"36,48,25,20,20",Male,NH,Head On Collision 
2312,June,25 Jun 23,Sunday,25 Jun 23,Ratibad,Nil,Madhya Pradesh,"23.167945289815453, 77.3267537652711",Two Wheeler,Nil,1,0,21,Male,OR,Run Off Road
2313,June,24 Jun 23,Saturday,25 Jun 23,Nadaan Toll Plaza,Bhopal,Madhya Pradesh,"23.147531539038862, 77.49416701923114",Car,Truck,2,2,"40,40",Female,NH,Others
2314,June,25 Jun 23,Sunday,26 Jun 23,Pathipakka,Nil,Telangana,"18.120734574152223, 79.75291085449805",Car,Truck,4,2,"50,42,26,6",Both,OR,Head On Collision 
2315,June,26 Jun 23,Monday,26 Jun 23,Labhandi,Nil,Chhattisgarh,"21.242615785247907, 81.71692281259834",Two Wheeler,Truck,1,1,22,Male,OR,Hit From Side
2316,June,25 Jun 23,Sunday,26 Jun 23,Sahara City,Indore,Madhya Pradesh,"22.69082489617324, 75.92354945767228",Car,Unidentified,1,2,22,Both,NH,Hit and Run
2317,June,24 Jun 23,Saturday,26 Jun 23,Heera Nagar,Indore,Madhya Pradesh,"22.761970283369127, 75.87019988551579",Pedestrian,Truck,1,2,5,Female,OR,Hit and Run
2318,June,25 Jun 23,Sunday,26 Jun 23,Digapahandi,Nil,Odisha,"19.379155917903457, 84.56402811194185",Bus,Bus,12,7,NA,Both,SH,Head On Collision 
2319,June,26 Jun 23,Monday,26 Jun 23,Asud,Nil,Maharashtra,"17.783140945007844, 73.14286877145818",Auto Rickshaw,Truck,8,7,NA,NA,SH,Head On Collision 
2320,June,24 Jun 23,Saturday,26 Jun 23,Chandausi,Nil,Uttar Pradesh,"28.462468848143303, 78.78201806861269",Car,Tractor,4,2,"27,31,61,24",Both,SH,With Parked Vehicle
2321,June,26 Jun 23,Monday,27 Jun 23,Lake Town Signal,Kolkata,West Bengal,"22.599929666572297, 88.40657926212091",Car,Bus,3,0,"54,23,73",Both,SH,Others
2322,June,27 Jun 23,Tuesday,27 Jun 23,Pungar,Nil,Odisha,"18.60637277246491, 82.8891851360104",Car,Truck,3,0,"35,25,5",Both,NH,Head On Collision 
2323,June,26 Jun 23,Monday,27 Jun 23,Tengraha,Nil,Bihar,"26.086922458388713, 86.42599986691215",Car,Unidentified,3,3,"65,70,55",Male,OR,Hit and Run
2324,June,25 Jun 23,Sunday,27 Jun 23,Kamrajar Salai,Chennai,Tamil Nadu,"13.051380004620876, 80.1969697187545",Two Wheeler,Two Wheeler,2,1,"30,28",Male,OR,Head On Collision 
2325,June,26 Jun 23,Monday,27 Jun 23,Parimal Underpass,Ahmedabad,Gujarat,"23.01695205478013, 72.55818940250673",Two Wheeler,Auto Rickshaw,1,0,23,Male,OR,Hit From Back
2326,June,27 Jun 23,Tuesday,28 Jun 23,Buhara ,Nil,Madhya Pradesh,"25.74849216956742, 78.60550516097877",Truck,Gorge,5,45,"65,18,2,3",Both,OR,Vehicle Overturn
2327,June,27 Jun 23,Tuesday,28 Jun 23,Khankra,Nil,Uttarakhand,"30.243923473720816, 78.91689244931618",Car,Gorge,2,0,"60,47",Female,NH,Vehicle Overturn
2328,June,27 Jun 23,Tuesday,28 Jun 23,Hokara,Nil,Uttarakhand,"30.022750832765524, 80.08423925666357",Car,Gorge,2,0,"41,32",Both,OR,Vehicle Overturn
2329,June,27 Jun 23,Tuesday,28 Jun 23,Pungar,Nil,Odisha,"18.606254762435785, 82.88917481988419",Car,Truck,3,0,"35,25,5",Both,NH,Head On Collision 
2330,June,28 Jun 23,Wednesday,29 Jun 23,Sohila ,Nil,Uttar Pradesh,"26.98310578465751, 82.37030535846033",Two Wheeler,Car,3,0,"55,30,9",Male,OR,Head On Collision 
2331,June,28 Jun 23,Wednesday,29 Jun 23,Bhainsa Square,Nil,Madhya Pradesh,"22.988988433898864, 78.80014586648151",Van,Nil,1,8,55,Male,OR,Run Off Road
2332,June,28 Jun 23,Wednesday,29 Jun 23,Kashipur,Nil,Odisha,"21.629953725719254, 85.61631793560692",Pedestrian,Truck,5,9,"25,65,22,13,27",Both,OR,Hit and Run
2333,June,30 Jun 23,Friday,30 Jun 23,Shirwalwadi,Nil,Maharashtra,"17.596038642393033, 76.31305673706431",SUV,Truck,6,11,NA,Both,NH,Others
2334,June,28 Jun 23,Wednesday,30 Jun 23,Manglia,Indore,Madhya Pradesh,"22.810110459173696, 75.93722145561746",Two Wheeler,Truck,1,2,32,Male,NH,Head On Collision 
2335,June,29 Jun 23,Thursday,30 Jun 23,Rara Sahib,Nil,Punjab,"30.728382993920068, 75.9467774174068",Two Wheeler,SUV,1,1,26,Male,OR,Head On Collision 
2336,June,29 Jun 23,Thursday,30 Jun 23,Semri,Nil,Madhya Pradesh,"23.12517650408234, 77.43122168083849",Two Wheeler,Nil,3,1,"21,25,23",Both,OR,Run Off Road
2337,June,29 Jun 23,Thursday,30 Jun 23,Kamasin,Nil,Uttar Pradesh,"25.51412910106251, 80.90581824127567",SUV,Truck,7,2,"37,18,25,24,28,27",Both,SH,With Parked Vehicle
2338,July,29 Jun 23,Thursday,1 Jul 23,Bhaji Dongar,Nil,Chhattisgarh,"22.32919666548033, 81.38604223361452",Two Wheeler,Pick Up,1,3,NA,Both,SH,Head On Collision 
2339,July,30 Jun 23,Friday,1 Jul 23,Dausa,Nil,Rajasthan,"26.90059176967747, 76.33635413685414",Jugaad Vehicle,Truck,2,19,"6,30",Female,SH,Head On Collision 
2340,July,30 Jun 23,Friday,1 Jul 23,Halena ,Nil,Rajasthan,"27.112444707730653, 77.1548691860056",Pick Up,Nil,2,8,"17,35",Male,NH,Run Off Road
2341,July,30 Jun 23,Friday,1 Jul 23,Jai Narayan Vyas,Nil,Rajasthan,"28.013547302257724, 73.35226656572068",Pedestrian,Car,1,0,8,Male,OR,Hit and Run
2342,July,30 Jun 23,Friday,1 Jul 23,Vani,Nil,Maharashtra,"20.330139318991897, 73.8890371514754",Car,SUV,4,9,"37,18,23,22",Male,NH,Head On Collision 
2343,July,30 Jun 23,Friday,1 Jul 23,Kopargaon City,Nil,Maharashtra,"19.880345770990324, 74.47938383785612",SUV,Truck,3,6,"35,29,1",Both,OR,Hit From Back
2344,July,29 Jun 23,Thursday,1 Jul 23,Kondhwa,Pune,Maharashtra,"18.4705841414359, 73.88885344339833",Pedestrian,Bus,1,0,76,Male,OR,Hit and Run
2345,July,1 Jul 23,Saturday,1 Jul 23,Pimpalkhuta,Nil,Maharashtra,"20.89986930559506, 78.17192850782284",Bus,Crash Barrier,25,8,NA,Both,SH,Fixed Object Collision
2346,July,29 Jun 23,Thursday,1 Jul 23,Sainathnagar,Pune,Maharashtra,"18.539647938202, 73.9283280399473",Pedestrian,Auto Rickshaw,1,0,65,Male,OR,Hit and Run
2347,July,1 Jul 23,Saturday,2 Jul 23,Telugu Thalli Flyover,Vizag,Andhra Pradesh,"17.72488384227943, 83.3037833385651",Two Wheeler,Car,2,1,45,Male,OR,Others
2348,July,30 Jun 23,Friday,2 Jul 23,Maruvathur,Nil,Tamil Nadu,"11.19728614761356, 78.61163488702934",Two Wheeler,Tractor,2,1,"38,33",Both,OR,Hit From Back
2349,July,30 Jun 23,Friday,2 Jul 23,Shirawalwadi,Nil,Maharashtra,"17.596085112964335, 76.31330807698083",Car,Pick Up,6,0,NA,Both,NH,Head On Collision 
2350,July,29 Jun 23,Thursday,2 Jul 23,Undri,Pune,Maharashtra,"18.45034931455479, 73.9148294059731",Two Wheeler,Car,1,1,5,Female,NH,Head On Collision 
2351,July,1 Jul 23,Saturday,3 Jul 23,Shashtri Bridge,Allahabad,Uttar Pradesh,"25.437825022209882, 81.88547858967368",Two Wheeler,Unidentified,2,0,"24,23",Male,NH,Hit and Run
2352,July,1 Jul 23,Saturday,3 Jul 23,Bhora Sahib,Nil,Punjab,"30.8043089563217, 75.69175211087017",Two Wheeler,Unidentified,1,0,NA,Male,OR,Hit and Run
2353,July,1 Jul 23,Saturday,3 Jul 23,Goregaon Check Nala,Mumbai,Maharashtra,"19.166759445653202, 72.85840991085807",Auto Rickshaw,Bus,2,1,"42,38",Both,OR,Others
2354,July,2 Jul 23,Sunday,4 Jul 23,Mandovi Bridge,Nil,Goa,"15.505507126829208, 73.83663008794925",Two Wheeler,Nil,1,1,35,Male,NH,Run Off Road
2355,July,2 Jul 23,Sunday,4 Jul 23,Chimbel,Nil,Goa,"15.496465152302967, 73.86806130220374",Two Wheeler,Auto Rickshaw,1,0,30,Male,OR,Head On Collision 
2356,July,2 Jul 23,Sunday,4 Jul 23,Ganur,Nil,Maharashtra,"20.297218992215775, 74.21705064714425",Two Wheeler,Car,2,1,"53,31",Male,OR,Head On Collision 
2357,July,2 Jul 23,Sunday,4 Jul 23,Ambad Industrial Area,Nashik,Maharashtra,"19.963175090842803, 73.73522265877085",Pedestrian,Unidentified,1,0,NA,Male,NH,Hit and Run
2358,July,1 Jul 23,Saturday,4 Jul 23,Bhima Nagar,Trichy,Tamil Nadu,"10.811428715965414, 78.68686747851596",Two Wheeler,Nil,1,0,21,Trans,OR,Run Off Road
2359,July,3 Jul 23,Monday,4 Jul 23,Nangloi Metro Station,Delhi,Delhi,"28.682190636621815, 77.06482883540139",Pedestrian,Truck,1,0,13,Male,NH,Hit and Run
2360,July,3 Jul 23,Monday,4 Jul 23,Farah,Nil,Uttar Pradesh,"27.333046991355754, 77.74108850720583",Car,Tractor,5,30,"34,63,45,65,63",Both,NH,Hit From Back
2361,July,4 Jul 23,Tuesday,4 Jul 23,Meenakunte,Nil,Karnataka,"13.182861576948532, 77.64042676134564",Pedestrian,Car,2,0,40,Male,NH,Hit and Run
2362,July,4 Jul 23,Tuesday,5 Jul 23,Palm Hotel,Ahmedabad,Gujarat,"23.030548105592654, 72.67462986022305",Two Wheeler,Car,2,0,"70,65",Both,NH,Others
2363,July,5 Jul 23,Wednesday,5 Jul 23,Jharsa,Nil,Uttar Pradesh,"28.446434514603936, 77.0515799763355",Car,Truck,4,4,"26,2,1,1",Both,OR,With Parked Vehicle
2364,July,4 Jul 23,Tuesday,5 Jul 23,Todi,Nil,Uttar Pradesh,"28.800595985874217, 77.69155531814538",Tractor,Ditch,3,2,"26,50,45",Male,OR,Vehicle Overturn
2365,July,4 Jul 23,Tuesday,5 Jul 23,Sithio,Nil,Jharkhand,"23.2733146828234, 85.26786617014713",Two Wheeler,Unidentified,2,1,NA,Male,OR,Hit and Run
2366,July,5 Jul 23,Wednesday,5 Jul 23,Thanamandi,Nil,Jammu,"33.53860004073549, 74.3692130013987",Van,Gorge,4,8,"55,35,38,38",Both,OR,Vehicle Overturn
2367,July,3 Jul 23,Monday,5 Jul 23,Chitahra,Nil,Madhya Pradesh,"24.8569900532828, 80.85815517650241",Two Wheeler,Truck,3,0,"28,48,56",Male,OR,With Parked Vehicle
2368,July,4 Jul 23,Tuesday,5 Jul 23,Palasner,Nil,Maharashtra,"21.526491901985015, 75.04541360448518",Car,Truck,10,27,NA,Both,OR,Others
2369,July,3 Jul 23,Monday,5 Jul 23,Kheragarh,Nil,Uttar Pradesh,"26.948526055877437, 77.82213721435726",Auto Rickshaw,SUV,6,3,"45,10,38,45,60,30",Male,OR,Others
2370,July,5 Jul 23,Wednesday,6 Jul 23,Kanhai,Nil,Haryana,"28.445938739417365, 77.07586156983061",Bicycle,Unidentified,1,0,39,Male,OR,Hit and Run
2371,July,4 Jul 23,Tuesday,6 Jul 23,Lehra ,Nil,Punjab,"30.70780887921616, 75.85052128077854",Two Wheeler,Truck,2,0,NA,Male,OR,With Parked Vehicle
2372,July,5 Jul 23,Wednesday,6 Jul 23,Dharasu Bridge,Nil,Uttarakhand,"30.61041510823068, 78.31587557296793",Car,Gorge,2,1,"48,22",Both,NH,Vehicle Overturn
2373,July,5 Jul 23,Wednesday,6 Jul 23,Baldeo,Nil,Uttar Pradesh,"27.4130121143715, 77.83634673994776",Two Wheeler,Nil,1,1,25,Male,OR,Run Off Road
2374,July,5 Jul 23,Wednesday,7 Jul 23,Vyttila,Kochi,Kerala,"9.96918123226607, 76.31808030797357",Car,Tree,1,2,31,Male,NH,Fixed Object Collision
2375,July,6 Jul 23,Thursday,7 Jul 23,Devasamudaram Lake,Nil,Andhra Pradesh,"14.112205728450064, 79.14641142399371",Two Wheeler,Truck,2,0,"44,45",Male,OR,Hit From Back
2376,July,4 Jul 23,Tuesday,7 Jul 23,Jalapur,Nashik,Maharashtra,"20.023174278879043, 73.72377053609887",Pedestrian,Car,1,0,75,Female,OR,Hit and Run
2377,July,5 Jul 23,Wednesday,7 Jul 23,Nanekarwadi,Nil,Maharashtra,"18.749417898684058, 73.850356039103",Auto Rickshaw,Divider,1,0,58,Male,OR,Fixed Object Collision
2378,July,6 Jul 23,Thursday,8 Jul 23,Lalpur Chowk,Nil,Jharkhand,"23.372122382131778, 85.3383079660859",Two Wheeler,Mini Truck,1,0,60,Male,NH,Others
2379,July,6 Jul 23,Thursday,8 Jul 23,Sihol,Nil,Haryana,"28.129996027459196, 77.4250452786808",Two Wheeler,Mini Truck,2,0,"35,30",Both,OR,Others
2380,July,8 Jul 23,Saturday,8 Jul 23,Aalamkhanpalle,Nil,Andhra Pradesh,"14.500348452170238, 78.79270430914352",Pedestrian,Unidentified,2,0,NA,Male,SH,Hit and Run
2381,July,8 Jul 23,Saturday,8 Jul 23,Ambikapur,Nil,Chhattisgarh,"23.134643972848664, 83.17614533951239",Bus,Truck,3,6,"30,45,28",Male,NH,Head On Collision 
2382,July,6 Jul 23,Thursday,8 Jul 23,Kudasan,Nil,Gujarat,"23.17645740327517, 72.63089691963293",Two Wheeler,Car,1,2,32,Both,OR,Others
2383,July,7 Jul 23,Friday,8 Jul 23,Tenapur,Nil,Uttar Pradesh,"26.221793875207293, 80.17699971291343",Two Wheeler,Pick Up,2,0,"35,33",Both,OR,Hit From Side
2384,July,8 Jul 23,Saturday,9 Jul 23,Bibipur,Nil,Haryana,"29.24731227206256, 76.27276503554715",Pick Up,Bus,8,9,NA,Both,NH,Head On Collision 
2385,July,9 Jul 23,Sunday,9 Jul 23,Mitta Kandriga,Nil,Andhra Pradesh,"13.734950497020717, 79.67697149541807",Car,Truck,6,1,NA,Both,SH,Head On Collision 
2386,July,8 Jul 23,Saturday,9 Jul 23,Mekalamandi,Hyderabad,Telangana,"17.42476346699409, 78.49797381056858",Auto Rickshaw,Unidentified,4,5,"53,34,63,50",Both,OR,Hit and Run
2387,July,8 Jul 23,Saturday,10 Jul 23,Upnagar,Nashik,Maharashtra,"19.973043167909026, 73.82362838461601",Two Wheeler,Nil,1,0,41,Male,OR,Run Off Road
2388,July,9 Jul 23,Sunday,10 Jul 23,Biswanath,Nil,Assam,"26.74164118005605, 93.1467641558036",Van,Nil,2,5,NA,NA,NH,Run Off Road
2389,July,9 Jul 23,Sunday,10 Jul 23,Acharapakkam,Nil,Tamil Nadu,"12.407247943566375, 79.81709199488411",Car,Bus,1,3,40,Female,NH,With Parked Vehicle
2390,July,9 Jul 23,Sunday,11 Jul 23,Toll Plaza,Nil,Uttar Pradesh,"25.99955275782086, 81.28591050867932",Two Wheeler,Truck,1,1,22,Male,NH,Others
2391,July,11 Jul 23,Tuesday,11 Jul 23,Dumka-Bhagalpur,Nil,Bihar,"25.19297645597938, 86.97401135244662",SUV,Tree,1,4,NA,NA,SH,Fixed Object Collision
2392,July,10 Jul 23,Monday,11 Jul 23,Sukhpal Nagar,Nil,Uttar Pradesh,"25.89174102539582, 81.92383711897088",Auto Rickshaw,Truck,12,5,NA,Both,NH,Hit From Side
2393,July,9 Jul 23,Sunday,11 Jul 23,Khat Road,Nil,Maharashtra,"21.263189948572233, 79.52188089092472",Car,Truck,3,2,NA,Both,NH,Hit From Back
2394,July,11 Jul 23,Tuesday,11 Jul 23,Darsi,Nil,Andhra Pradesh,"15.783792605320818, 79.66491190891459",Bus,Canal,7,30,"65,60,48,58,65,35,6",Both,SH,Vehicle Overturn
2395,July,9 Jul 23,Sunday,12 Jul 23,Trimbakeshwar,Nil,Maharashtra,"19.947370143704905, 73.55585011159788",Two Wheeler,Car,1,3,30,Male,OR,Head On Collision 
2396,July,10 Jul 23,Monday,12 Jul 23,Trimbak Road,Nashik,Maharashtra,"19.985317567693183, 73.72262380716656",Two Wheeler,Divider,1,0,24,Male,NH,Fixed Object Collision
2397,July,12 Jul 23,Wednesday,12 Jul 23,Ganapati Point,Nil,Maharashtra,"20.403534343279297, 73.90582566484197",Bus,Gorge,1,19,NA,Female,OR,Vehicle Overturn
2398,July,9 Jul 23,Sunday,12 Jul 23,Mohitewadi,Nil,Maharashtra,"18.736472048253287, 73.97798534500052",Car,Truck,2,0,"27,32",Male,OR,Hit From Back
2399,July,10 Jul 23,Monday,13 Jul 23,Mudalipalayam,Nil,Tamil Nadu,"11.100777868386286, 77.44040610848927",Pedestrian,Bus,1,0,54,Male,OR,Hit and Run
2400,July,10 Jul 23,Monday,13 Jul 23,Goregaon  ,Nil,Maharashtra,"21.350086233002326, 80.20560682475954",Pedestrian,Dumper,1,0,28,Male,NH,Hit and Run
2401,July,12 Jul 23,Wednesday,13 Jul 23,Shankaracharya Chowk,Nil,Uttarakhand,"29.874338893273137, 77.89469899198622",Two Wheeler,Truck,4,0,"22,30,1",Both,NH,Hit From Back
2402,July,12 Jul 23,Wednesday,13 Jul 23,Kolar Road,Nil,Madhya Pradesh,"23.142733816965062, 77.40931545908172",Two Wheeler,Nil,1,0,30,Male,OR,Vehicle Overturn
2403,July,12 Jul 23,Wednesday,14 Jul 23,Jirota ,Nil,Rajasthan,"26.887403902511494, 76.28697453886156",Van,Unidentified,3,1,NA,Male,OR,Hit and Run
2404,July,12 Jul 23,Wednesday,14 Jul 23,Pachewar,Nil,Rajasthan,"26.470496021036734, 75.3152059824131",Two Wheeler,Nil,1,1,19,Female,OR,Run Off Road
2405,July,13 Jul 23,Thursday,14 Jul 23,Alipur,Delhi,Delhi,"28.79725979298647, 77.14358384309915",Truck,Truck,5,14,"32,24,19,56,37",Male,NH,Head On Collision 
2406,July,13 Jul 23,Thursday,14 Jul 23,Masuri,Nil,Uttar Pradesh,"28.690012605773603, 77.55622386360136",Two Wheeler,Unidentified,1,1,28,Male,NH,Hit and Run
2407,July,13 Jul 23,Thursday,15 Jul 23,Hudco Crossing,Kolkata,West Bengal,"22.591289076885882, 88.39318997964698",Bicycle,Bus,1,0,35,Male,OR,Hit From Side
2408,July,15 Jul 23,Saturday,15 Jul 23,Godbunder Road,Mumbai,Maharashtra,"19.28010868465133, 72.93020257928019",Truck,Truck,1,0,40,Male,NH,Others
2409,July,14 Jul 23,Friday,16 Jul 23,Railway Station,Nil,Haryana,"30.72651741917425, 76.88807148744922",Pedestrian,Two Wheeler,1,0,16,Male,NH,Hit and Run
2410,July,15 Jul 23,Saturday,16 Jul 23,Ridge Road,Jabalpur,Madhya Pradesh,"23.15531027746484, 79.9676356810251",Two Wheeler,Unidentified,1,1,NA,Male,OR,Hit and Run
2411,July,15 Jul 23,Saturday,16 Jul 23,Komalla Toll Plaza,Nil,Telangana,"17.77723778893274, 79.28347228780784",Car,Truck,2,0,"33,36",Male,NH,Hit From Back
2412,July,15 Jul 23,Saturday,17 Jul 23,Ravindra Bavan,Nil,Goa,"15.285699213335, 73.96285214635485",Two Wheeler,Two Wheeler,1,1,32,Male,NH,Head On Collision 
2413,July,15 Jul 23,Saturday,17 Jul 23,Sokhda ,Nil,Gujarat,"22.42746233797591, 73.16454651486424",Truck,Truck,1,0,36,Male,OR,With Parked Vehicle
2414,July,15 Jul 23,Saturday,17 Jul 23,Khijadiya,Nil,Gujarat,"22.394064031875715, 70.89276821681919",Two Wheeler,Truck,1,2,NA,Male,OR,Others
2415,July,15 Jul 23,Saturday,17 Jul 23,Pawa ,Ludhiana,Punjab,"30.850077716745062, 75.94999913525656",Two Wheeler,Car,1,0,35,Male,SH,Others
