Incident_ID,State,District,Incident_Date,Pollution_Type,Pollution_Level_PPM,Trees_Destroyed,Area_Affected_Ha,Cause,Recovery_Status,Damage_Estimate_INR,Wildlife_Affected,River_or_Lake_Polluted,Govt_Response_Time_Days,NGOs_Involved,Rainfall_mm,Soil_Erosion_Level,Air_Quality_Index,Water_pH_Level,Green_Cover_Loss_Percent,Industrial_Area_Nearby,Is_Protected_Area
2708,West Bengal,District_5,2018-07-10,Water,350.9,345,86.11,Illegal Dumping,Unrecovered,3260720,288,No,80,3,139.3,3.23,154,7.03,26.4,Yes,Yes
2709,Uttar Pradesh,District_18,2014-08-27,Soil,350.9,104,70.32,Deforestation,Recovered,3707027,122,Yes,95,1,139.3,3.23,123,7.03,26.4,No,Yes
2710,Kerala,District_20,2016-05-24,Soil,350.9,335,55.23,Urban Expansion,Partially Recovered,1238251,26,No,69,6,139.3,3.23,184,7.03,26.4,No,No
2711,Karnataka,District_12,2022-08-17,Air,350.9,254,61.35,Deforestation,Recovered,4297897,58,No,114,5,139.3,3.23,111,7.03,26.4,Yes,No
2712,Tamil Nadu,District_17,2012-01-14,Air,350.9,478,10.02,Illegal Dumping,Unrecovered,4353823,146,No,104,6,139.3,3.23,50,7.03,26.4,Yes,Yes
2713,Punjab,District_13,2010-05-17,Mixed,350.9,99,47.92,Agricultural Runoff,Unrecovered,2193829,114,No,108,7,139.3,3.23,128,7.03,26.4,No,No
2714,West Bengal,District_2,2021-11-13,Soil,350.9,68,20.18,Urban Expansion,Partially Recovered,4441033,198,No,89,8,139.3,3.23,114,7.03,26.4,No,Yes
2715,Gujarat,District_13,2022-11-05,Water,350.9,412,21.63,Urban Expansion,Partially Recovered,4672198,127,Yes,21,9,139.3,3.23,232,7.03,26.4,No,Yes
2716,Uttar Pradesh,District_7,2016-11-21,Mixed,350.9,37,66.47,Deforestation,Unrecovered,3482455,152,Yes,131,4,139.3,3.23,115,7.03,26.4,Yes,No
2717,Gujarat,District_10,2017-04-25,Water,350.9,81,91.21,Agricultural Runoff,Partially Recovered,4791648,270,Yes,176,4,139.3,3.23,372,7.03,26.4,No,Yes
2718,Tamil Nadu,District_6,2019-06-11,Mixed,350.9,279,40.97,Illegal Dumping,Partially Recovered,91468,82,Yes,10,3,139.3,3.23,257,7.03,26.4,Yes,No
2719,Punjab,District_3,2012-09-01,Water,350.9,33,21.57,Industrial Waste,Recovered,4958537,22,Yes,87,2,139.3,3.23,103,7.03,26.4,No,No
2720,Uttar Pradesh,District_3,2018-10-21,Air,350.9,121,65.23,Illegal Dumping,Unrecovered,4242184,10,Yes,170,6,139.3,3.23,270,7.03,26.4,No,Yes
2721,Punjab,District_18,2021-04-08,Mixed,350.9,309,87.25,Illegal Dumping,Recovered,4205659,186,Yes,91,4,139.3,3.23,285,7.03,26.4,Yes,Yes
2722,Karnataka,District_11,2019-01-29,Water,350.9,494,75.08,Agricultural Runoff,Partially Recovered,2690376,115,No,174,6,139.3,3.23,149,7.03,26.4,No,No
2723,Odisha,District_20,2016-06-02,Water,350.9,65,87.01,Urban Expansion,Recovered,2319846,161,No,137,1,139.3,3.23,152,7.03,26.4,Yes,No
2724,Uttar Pradesh,District_5,2014-04-10,Soil,350.9,483,54.12,Illegal Dumping,Unrecovered,4415132,102,No,123,8,139.3,3.23,231,7.03,26.4,Yes,Yes
2725,Gujarat,District_19,2022-03-27,Mixed,350.9,232,75.44,Urban Expansion,Recovered,1768490,242,Yes,177,8,139.3,3.23,157,7.03,26.4,Yes,No
2726,Tamil Nadu,District_19,2019-07-23,Water,350.9,129,14.87,Agricultural Runoff,Recovered,4201960,6,No,4,8,139.3,3.23,61,7.03,26.4,No,Yes
2727,Kerala,District_15,2012-08-25,Soil,350.9,188,35.48,Agricultural Runoff,Partially Recovered,1247863,171,Yes,90,4,139.3,3.23,392,7.03,26.4,No,Yes
2728,Karnataka,District_16,2023-02-19,Water,350.9,297,39.57,Deforestation,Unrecovered,633426,255,Yes,96,9,139.3,3.23,135,7.03,26.4,No,No
2729,Odisha,District_9,2015-07-17,Mixed,350.9,443,51.62,Industrial Waste,Partially Recovered,2692096,246,Yes,29,8,139.3,3.23,337,7.03,26.4,Yes,Yes
2730,Kerala,District_4,2012-09-24,Air,350.9,434,92.98,Agricultural Runoff,Partially Recovered,3209832,191,No,86,0,139.3,3.23,376,7.03,26.4,No,No
2731,Maharashtra,District_15,2021-12-14,Mixed,350.9,459,87.56,Agricultural Runoff,Unrecovered,2108121,113,No,47,1,139.3,3.23,263,7.03,26.4,No,Yes
2732,Karnataka,District_12,2012-10-09,Mixed,350.9,290,14.32,Urban Expansion,Recovered,1419616,22,No,77,9,139.3,3.23,93,7.03,26.4,No,Yes
2733,Tamil Nadu,District_3,2012-07-30,Water,350.9,381,18.11,Agricultural Runoff,Partially Recovered,4990990,275,Yes,87,4,139.3,3.23,371,7.03,26.4,No,Yes
2734,West Bengal,District_14,2016-07-24,Water,350.9,198,36.41,Illegal Dumping,Recovered,1462098,135,Yes,31,4,139.3,3.23,127,7.03,26.4,No,Yes
2735,Uttar Pradesh,District_17,2022-03-29,Mixed,350.9,75,29.78,Deforestation,Unrecovered,1648380,194,Yes,51,5,139.3,3.23,104,7.03,26.4,Yes,Yes
2736,Punjab,District_19,2016-12-18,Soil,350.9,307,61.86,Deforestation,Partially Recovered,2044277,257,Yes,169,7,139.3,3.23,321,7.03,26.4,No,Yes
2737,Tamil Nadu,District_6,2019-03-03,Soil,350.9,458,90.37,Illegal Dumping,Recovered,1558890,277,No,36,0,139.3,3.23,393,7.03,26.4,No,No
2738,Uttar Pradesh,District_4,2017-05-12,Soil,350.9,429,96.27,Agricultural Runoff,Recovered,2309113,69,No,168,9,139.3,3.23,120,7.03,26.4,No,No
2739,Kerala,District_7,2018-11-13,Water,350.9,258,65.71,Industrial Waste,Partially Recovered,2681557,35,No,95,8,139.3,3.23,117,7.03,26.4,Yes,Yes
2740,Punjab,District_19,2014-05-19,Water,350.9,85,83.98,Agricultural Runoff,Unrecovered,493338,107,No,15,3,139.3,3.23,229,7.03,26.4,No,No
2741,Bihar,District_17,2011-05-24,Mixed,350.9,146,53.0,Deforestation,Recovered,1867643,23,Yes,78,7,139.3,3.23,223,7.03,26.4,Yes,No
2742,Gujarat,District_16,2020-06-09,Air,350.9,173,21.62,Industrial Waste,Unrecovered,2420475,139,Yes,158,4,139.3,3.23,218,7.03,26.4,Yes,No
2743,Maharashtra,District_15,2010-08-23,Water,350.9,242,52.94,Urban Expansion,Partially Recovered,4078445,21,No,158,0,139.3,3.23,310,7.03,26.4,No,No
2744,Karnataka,District_8,2011-03-19,Mixed,350.9,264,55.95,Urban Expansion,Recovered,3868230,203,Yes,155,8,139.3,3.23,174,7.03,26.4,Yes,No
2745,Tamil Nadu,District_19,2017-03-01,Mixed,350.9,485,74.5,Agricultural Runoff,Recovered,4101172,223,Yes,40,7,139.3,3.23,180,7.03,26.4,Yes,Yes
2746,Maharashtra,District_8,2014-01-28,Air,350.9,303,22.77,Agricultural Runoff,Recovered,4444959,222,No,45,4,139.3,3.23,283,7.03,26.4,Yes,Yes
2747,West Bengal,District_18,2015-05-16,Soil,350.9,426,37.46,Industrial Waste,Unrecovered,922350,80,No,175,3,139.3,3.23,203,7.03,26.4,No,Yes
2748,Uttar Pradesh,District_16,2019-03-01,Mixed,350.9,179,37.04,Industrial Waste,Recovered,320748,190,Yes,90,7,139.3,3.23,379,7.03,26.4,Yes,Yes
2749,Uttar Pradesh,District_20,2020-04-05,Mixed,350.9,326,95.98,Agricultural Runoff,Recovered,3375701,285,No,56,8,139.3,3.23,174,7.03,26.4,No,Yes
2750,Tamil Nadu,District_19,2020-07-03,Mixed,350.9,183,44.95,Deforestation,Partially Recovered,3991279,146,No,54,6,139.3,3.23,149,7.03,26.4,No,No
2751,Odisha,District_10,2013-07-22,Soil,350.9,479,75.75,Urban Expansion,Recovered,3762904,281,No,85,3,139.3,3.23,102,7.03,26.4,Yes,No
2752,Odisha,District_17,2010-02-24,Soil,350.9,354,75.33,Industrial Waste,Unrecovered,4003764,10,No,9,6,139.3,3.23,381,7.03,26.4,Yes,Yes
2753,Bihar,District_13,2017-12-11,Air,350.9,454,27.29,Deforestation,Partially Recovered,2123972,275,No,118,5,139.3,3.23,177,7.03,26.4,Yes,Yes
2754,Gujarat,District_13,2022-06-28,Water,350.9,27,57.62,Agricultural Runoff,Partially Recovered,2707942,55,No,65,2,139.3,3.23,63,7.03,26.4,No,No
2755,Punjab,District_7,2019-02-22,Soil,350.9,79,89.54,Illegal Dumping,Recovered,3223073,172,No,108,9,139.3,3.23,54,7.03,26.4,No,Yes
2756,West Bengal,District_10,2010-02-07,Water,350.9,347,48.04,Industrial Waste,Partially Recovered,4374690,203,No,129,2,139.3,3.23,299,7.03,26.4,Yes,Yes
2757,Maharashtra,District_2,2019-08-14,Water,350.9,125,94.57,Illegal Dumping,Recovered,2934459,247,No,141,0,139.3,3.23,76,7.03,26.4,Yes,No
2758,Odisha,District_4,2020-02-06,Soil,350.9,89,22.23,Deforestation,Partially Recovered,4013201,265,Yes,38,4,139.3,3.23,174,7.03,26.4,No,Yes
2759,Bihar,District_6,2013-10-01,Mixed,350.9,24,8.34,Urban Expansion,Unrecovered,1023689,21,No,173,7,139.3,3.23,78,7.03,26.4,No,Yes
2760,Bihar,District_18,2013-11-05,Air,350.9,185,89.25,Deforestation,Recovered,1129369,23,No,105,5,139.3,3.23,52,7.03,26.4,No,Yes
2761,Tamil Nadu,District_6,2023-01-25,Water,350.9,465,84.92,Urban Expansion,Unrecovered,1008091,193,No,40,7,139.3,3.23,277,7.03,26.4,Yes,Yes
2762,West Bengal,District_17,2017-08-02,Mixed,350.9,278,99.27,Deforestation,Recovered,1675745,95,Yes,143,6,139.3,3.23,186,7.03,26.4,Yes,Yes
2763,Kerala,District_14,2023-05-21,Soil,350.9,128,68.26,Industrial Waste,Unrecovered,24866,262,No,178,1,139.3,3.23,306,7.03,26.4,No,No
2764,Punjab,District_11,2023-05-02,Water,350.9,308,93.73,Industrial Waste,Unrecovered,4032564,71,No,130,7,139.3,3.23,289,7.03,26.4,No,Yes
2765,Gujarat,District_19,2010-04-05,Water,350.9,197,82.87,Illegal Dumping,Partially Recovered,4988138,242,Yes,154,3,139.3,3.23,328,7.03,26.4,Yes,Yes
2766,Karnataka,District_2,2010-07-30,Water,350.9,66,84.6,Deforestation,Recovered,2351886,37,Yes,75,4,139.3,3.23,372,7.03,26.4,No,No
2767,Tamil Nadu,District_3,2019-01-04,Mixed,350.9,208,57.35,Deforestation,Partially Recovered,3483869,88,No,33,7,139.3,3.23,209,7.03,26.4,Yes,Yes
2768,Punjab,District_11,2016-12-17,Mixed,350.9,26,38.85,Illegal Dumping,Unrecovered,58500,27,Yes,85,4,139.3,3.23,55,7.03,26.4,No,Yes
2769,Karnataka,District_6,2016-04-30,Mixed,350.9,443,93.52,Agricultural Runoff,Recovered,4727185,91,Yes,59,4,139.3,3.23,354,7.03,26.4,No,No
2770,Karnataka,District_14,2011-02-03,Water,350.9,297,43.78,Deforestation,Unrecovered,4984635,53,Yes,95,5,139.3,3.23,192,7.03,26.4,No,No
2771,West Bengal,District_19,2017-10-27,Water,350.9,415,54.34,Deforestation,Unrecovered,4478576,158,Yes,26,6,139.3,3.23,230,7.03,26.4,No,No
2772,West Bengal,District_16,2018-09-05,Air,350.9,64,45.17,Deforestation,Unrecovered,1588066,227,Yes,103,8,139.3,3.23,79,7.03,26.4,Yes,No
2773,Maharashtra,District_7,2015-06-30,Air,350.9,450,56.92,Agricultural Runoff,Unrecovered,897675,40,No,21,6,139.3,3.23,302,7.03,26.4,No,No
2774,Bihar,District_8,2013-01-05,Mixed,350.9,278,47.58,Industrial Waste,Partially Recovered,4465035,36,Yes,177,5,139.3,3.23,89,7.03,26.4,No,Yes
2775,Punjab,District_19,2016-11-05,Mixed,350.9,312,5.75,Illegal Dumping,Unrecovered,500010,124,No,80,9,139.3,3.23,236,7.03,26.4,Yes,No
2776,Tamil Nadu,District_20,2021-06-16,Soil,350.9,96,88.32,Agricultural Runoff,Partially Recovered,3334765,178,No,71,3,139.3,3.23,368,7.03,26.4,Yes,No
2777,Uttar Pradesh,District_16,2015-06-27,Mixed,350.9,327,44.99,Urban Expansion,Unrecovered,3055894,36,No,66,9,139.3,3.23,353,7.03,26.4,Yes,No
2778,Tamil Nadu,District_7,2021-08-20,Air,350.9,447,59.31,Urban Expansion,Recovered,1662122,100,Yes,37,1,139.3,3.23,276,7.03,26.4,No,No
2779,Maharashtra,District_9,2020-08-01,Air,350.9,38,14.78,Agricultural Runoff,Unrecovered,3267030,30,No,14,8,139.3,3.23,269,7.03,26.4,Yes,Yes
2780,Gujarat,District_13,2016-08-08,Air,350.9,31,1.34,Agricultural Runoff,Unrecovered,1973631,189,Yes,108,9,139.3,3.23,373,7.03,26.4,No,No
2781,Bihar,District_1,2013-07-20,Water,350.9,330,25.28,Industrial Waste,Recovered,714600,145,No,135,4,139.3,3.23,92,7.03,26.4,Yes,Yes
2782,Uttar Pradesh,District_8,2019-04-30,Water,350.9,294,70.75,Urban Expansion,Recovered,4913953,89,No,166,4,139.3,3.23,193,7.03,26.4,No,Yes
2783,Odisha,District_4,2022-07-17,Mixed,350.9,57,10.82,Illegal Dumping,Unrecovered,4105776,5,No,173,2,139.3,3.23,327,7.03,26.4,Yes,No
2784,Gujarat,District_3,2021-08-19,Soil,350.9,14,90.98,Deforestation,Unrecovered,4788656,138,Yes,150,2,139.3,3.23,368,7.03,26.4,Yes,Yes
2785,West Bengal,District_3,2013-02-14,Soil,350.9,259,22.29,Deforestation,Partially Recovered,2204271,94,No,172,0,139.3,3.23,223,7.03,26.4,Yes,Yes
2786,Karnataka,District_13,2016-04-28,Soil,350.9,172,21.25,Industrial Waste,Recovered,1806985,118,Yes,81,4,139.3,3.23,296,7.03,26.4,No,Yes
2787,Odisha,District_8,2010-05-04,Water,350.9,211,18.97,Industrial Waste,Recovered,1532968,119,Yes,80,2,139.3,3.23,222,7.03,26.4,No,No
2788,Tamil Nadu,District_7,2022-08-24,Air,350.9,476,2.38,Urban Expansion,Partially Recovered,3702429,122,Yes,103,1,139.3,3.23,90,7.03,26.4,Yes,No
2789,Tamil Nadu,District_1,2012-10-15,Air,350.9,110,77.41,Illegal Dumping,Unrecovered,4158901,284,No,35,8,139.3,3.23,99,7.03,26.4,No,Yes
2790,West Bengal,District_16,2013-08-29,Water,350.9,80,87.63,Illegal Dumping,Unrecovered,714259,178,No,102,9,139.3,3.23,372,7.03,26.4,No,No
2791,Maharashtra,District_6,2019-07-29,Soil,350.9,439,61.8,Agricultural Runoff,Recovered,4291195,6,No,131,5,139.3,3.23,229,7.03,26.4,No,No
2792,Punjab,District_7,2013-01-29,Soil,350.9,172,19.63,Industrial Waste,Partially Recovered,491981,126,No,118,2,139.3,3.23,391,7.03,26.4,No,No
2793,Odisha,District_12,2015-09-30,Mixed,350.9,182,29.24,Deforestation,Unrecovered,735329,76,Yes,95,6,139.3,3.23,208,7.03,26.4,No,Yes
2794,Odisha,District_9,2014-11-20,Mixed,350.9,150,48.12,Deforestation,Recovered,43033,233,No,55,8,139.3,3.23,86,7.03,26.4,Yes,No
2795,Kerala,District_11,2016-10-25,Soil,350.9,147,95.48,Urban Expansion,Unrecovered,2470450,73,Yes,9,8,139.3,3.23,76,7.03,26.4,No,No
2796,Gujarat,District_10,2018-10-01,Water,350.9,75,25.49,Deforestation,Unrecovered,3555447,270,Yes,69,0,139.3,3.23,305,7.03,26.4,Yes,Yes
2797,Bihar,District_1,2022-03-24,Soil,350.9,207,73.43,Illegal Dumping,Unrecovered,3261189,119,No,28,1,139.3,3.23,327,7.03,26.4,Yes,No
2798,Gujarat,District_18,2013-01-28,Mixed,350.9,337,44.51,Illegal Dumping,Recovered,2805286,34,No,143,7,139.3,3.23,298,7.03,26.4,Yes,Yes
2799,Punjab,District_4,2010-07-07,Soil,350.9,237,30.49,Industrial Waste,Partially Recovered,653392,206,Yes,113,0,139.3,3.23,230,7.03,26.4,No,No
2800,Tamil Nadu,District_5,2014-07-20,Water,350.9,290,46.14,Urban Expansion,Partially Recovered,305761,269,Yes,31,2,139.3,3.23,66,7.03,26.4,No,No
2801,Tamil Nadu,District_9,2018-04-19,Air,350.9,181,8.05,Deforestation,Unrecovered,1971624,92,No,59,6,139.3,3.23,174,7.03,26.4,Yes,No
2802,Tamil Nadu,District_17,2022-07-17,Water,350.9,325,80.07,Industrial Waste,Partially Recovered,723695,176,No,82,7,139.3,3.23,361,7.03,26.4,Yes,No
2803,Kerala,District_3,2010-11-03,Water,350.9,440,25.09,Agricultural Runoff,Unrecovered,3929540,273,No,54,4,139.3,3.23,261,7.03,26.4,Yes,Yes
2804,Tamil Nadu,District_16,2012-08-14,Mixed,350.9,49,72.82,Agricultural Runoff,Recovered,1344483,178,Yes,175,1,139.3,3.23,286,7.03,26.4,Yes,No
2805,Punjab,District_5,2019-02-22,Water,350.9,16,7.77,Deforestation,Recovered,3336668,128,Yes,42,2,139.3,3.23,348,7.03,26.4,No,Yes
2806,West Bengal,District_16,2019-09-08,Water,350.9,183,95.55,Deforestation,Recovered,1374952,124,No,23,8,139.3,3.23,249,7.03,26.4,Yes,Yes
2807,Bihar,District_3,2021-10-12,Mixed,350.9,160,20.11,Deforestation,Unrecovered,4873891,26,Yes,109,9,139.3,3.23,230,7.03,26.4,Yes,No
2808,Punjab,District_20,2016-01-05,Mixed,350.9,220,88.39,Illegal Dumping,Partially Recovered,4352655,63,Yes,86,6,139.3,3.23,179,7.03,26.4,No,No
2809,Bihar,District_15,2014-01-31,Air,350.9,311,81.14,Deforestation,Recovered,4934568,59,Yes,65,0,139.3,3.23,170,7.03,26.4,Yes,No
2810,Punjab,District_3,2018-11-04,Soil,350.9,95,96.82,Agricultural Runoff,Unrecovered,1254588,218,Yes,89,2,139.3,3.23,236,7.03,26.4,No,No
2811,Tamil Nadu,District_20,2017-04-11,Water,350.9,406,48.31,Deforestation,Partially Recovered,183808,216,No,54,8,139.3,3.23,276,7.03,26.4,Yes,No
2812,West Bengal,District_14,2011-08-31,Mixed,350.9,262,73.01,Urban Expansion,Partially Recovered,1021008,168,Yes,118,6,139.3,3.23,211,7.03,26.4,No,No
2813,Odisha,District_16,2021-11-13,Air,350.9,30,37.7,Agricultural Runoff,Partially Recovered,412867,148,No,105,1,139.3,3.23,161,7.03,26.4,No,No
2814,Gujarat,District_17,2013-01-06,Soil,350.9,266,19.25,Urban Expansion,Unrecovered,880895,269,No,11,5,139.3,3.23,183,7.03,26.4,No,No
2815,Karnataka,District_20,2021-12-02,Mixed,350.9,388,44.86,Agricultural Runoff,Unrecovered,17771,115,Yes,63,8,139.3,3.23,235,7.03,26.4,Yes,No
2816,West Bengal,District_18,2016-12-28,Soil,350.9,412,17.41,Industrial Waste,Unrecovered,351140,244,No,22,3,139.3,3.23,224,7.03,26.4,No,Yes
2817,Odisha,District_18,2019-04-09,Soil,350.9,390,98.22,Agricultural Runoff,Recovered,3488045,147,No,117,9,139.3,3.23,310,7.03,26.4,Yes,No
2818,Maharashtra,District_14,2021-04-22,Water,350.9,453,10.53,Agricultural Runoff,Unrecovered,4921801,91,No,164,1,139.3,3.23,366,7.03,26.4,No,No
2819,Punjab,District_18,2011-07-27,Water,350.9,42,59.33,Urban Expansion,Recovered,4071088,84,Yes,58,2,139.3,3.23,361,7.03,26.4,No,Yes
2820,Maharashtra,District_15,2015-07-28,Mixed,350.9,269,63.02,Urban Expansion,Recovered,3773756,86,No,20,6,139.3,3.23,318,7.03,26.4,No,No
2821,Odisha,District_15,2015-02-12,Soil,350.9,243,54.27,Agricultural Runoff,Recovered,2448724,119,Yes,144,3,139.3,3.23,331,7.03,26.4,Yes,No
2822,West Bengal,District_6,2020-12-15,Mixed,350.9,12,66.56,Agricultural Runoff,Unrecovered,1377918,23,No,93,6,139.3,3.23,273,7.03,26.4,No,Yes
2823,Punjab,District_15,2013-06-04,Mixed,350.9,356,12.5,Illegal Dumping,Recovered,1584227,88,No,50,4,139.3,3.23,301,7.03,26.4,No,No
2824,Karnataka,District_18,2016-02-28,Soil,350.9,317,55.95,Industrial Waste,Unrecovered,3827779,36,No,90,7,139.3,3.23,113,7.03,26.4,No,Yes
2825,Tamil Nadu,District_4,2011-09-17,Mixed,350.9,498,29.43,Industrial Waste,Unrecovered,2240975,270,No,104,7,139.3,3.23,367,7.03,26.4,No,No
2826,Punjab,District_8,2016-02-29,Soil,350.9,236,94.08,Deforestation,Recovered,4512439,11,Yes,127,4,139.3,3.23,173,7.03,26.4,Yes,No
2827,Punjab,District_15,2022-01-02,Soil,350.9,293,76.45,Agricultural Runoff,Recovered,2440171,94,No,113,6,139.3,3.23,119,7.03,26.4,Yes,No
2828,West Bengal,District_3,2011-03-02,Soil,350.9,79,97.28,Agricultural Runoff,Recovered,757916,30,No,74,5,139.3,3.23,287,7.03,26.4,No,Yes
2829,West Bengal,District_15,2013-07-08,Soil,350.9,463,4.72,Agricultural Runoff,Unrecovered,3052265,232,No,13,7,139.3,3.23,124,7.03,26.4,No,Yes
2830,Odisha,District_13,2010-01-13,Air,350.9,448,29.23,Agricultural Runoff,Unrecovered,3358184,299,Yes,15,8,139.3,3.23,59,7.03,26.4,No,Yes
2831,Uttar Pradesh,District_9,2011-11-10,Soil,350.9,322,20.35,Industrial Waste,Recovered,597465,285,Yes,73,4,139.3,3.23,317,7.03,26.4,No,Yes
2832,Punjab,District_2,2010-08-31,Water,350.9,373,2.1,Urban Expansion,Recovered,1972942,34,No,27,6,139.3,3.23,137,7.03,26.4,Yes,No
2833,Gujarat,District_8,2020-05-07,Water,350.9,480,24.99,Illegal Dumping,Partially Recovered,2125557,20,No,136,0,139.3,3.23,99,7.03,26.4,No,Yes
2834,Punjab,District_20,2014-10-02,Water,350.9,263,68.2,Urban Expansion,Recovered,2223587,110,No,178,7,139.3,3.23,192,7.03,26.4,No,No
2835,Odisha,District_17,2013-09-20,Soil,350.9,490,23.88,Urban Expansion,Partially Recovered,4250537,144,No,88,2,139.3,3.23,108,7.03,26.4,Yes,No
2836,Bihar,District_13,2017-11-19,Water,350.9,153,51.39,Industrial Waste,Partially Recovered,2915055,11,Yes,154,0,139.3,3.23,367,7.03,26.4,No,No
2837,Maharashtra,District_1,2010-07-16,Air,350.9,33,88.89,Illegal Dumping,Unrecovered,3497920,243,Yes,36,5,139.3,3.23,260,7.03,26.4,No,No
2838,Tamil Nadu,District_2,2012-11-26,Mixed,350.9,462,69.68,Agricultural Runoff,Unrecovered,4826564,145,Yes,149,7,139.3,3.23,121,7.03,26.4,Yes,No
2839,Uttar Pradesh,District_15,2022-09-18,Soil,350.9,434,40.07,Industrial Waste,Partially Recovered,3383816,238,No,52,2,139.3,3.23,293,7.03,26.4,No,Yes
2840,Karnataka,District_12,2011-08-21,Water,350.9,243,37.87,Industrial Waste,Partially Recovered,917529,91,No,139,0,139.3,3.23,288,7.03,26.4,Yes,No
2841,Karnataka,District_14,2014-05-08,Air,350.9,342,46.12,Illegal Dumping,Recovered,69269,114,No,8,2,139.3,3.23,239,7.03,26.4,No,No
2842,Karnataka,District_2,2011-04-14,Mixed,350.9,184,18.53,Deforestation,Partially Recovered,4832150,14,No,57,4,139.3,3.23,99,7.03,26.4,Yes,Yes
2843,West Bengal,District_18,2023-03-31,Air,350.9,341,63.77,Industrial Waste,Recovered,792170,271,Yes,110,7,139.3,3.23,254,7.03,26.4,Yes,No
2844,Karnataka,District_7,2017-07-09,Water,350.9,334,37.05,Urban Expansion,Unrecovered,1914898,21,Yes,174,8,139.3,3.23,103,7.03,26.4,No,Yes
2845,Tamil Nadu,District_6,2012-12-06,Air,350.9,366,85.38,Urban Expansion,Recovered,1579198,117,Yes,130,8,139.3,3.23,359,7.03,26.4,No,No
2846,Maharashtra,District_14,2019-08-03,Mixed,350.9,168,75.9,Agricultural Runoff,Unrecovered,3453156,94,No,64,3,139.3,3.23,273,7.03,26.4,No,Yes
2847,Karnataka,District_8,2020-09-13,Water,350.9,357,61.44,Industrial Waste,Partially Recovered,4646160,256,No,11,7,139.3,3.23,205,7.03,26.4,No,No
2848,Punjab,District_2,2020-03-05,Mixed,350.9,357,37.06,Agricultural Runoff,Partially Recovered,1920700,261,No,134,4,139.3,3.23,100,7.03,26.4,Yes,No
2849,Punjab,District_17,2022-03-15,Air,350.9,295,21.78,Industrial Waste,Partially Recovered,514254,86,No,96,2,139.3,3.23,290,7.03,26.4,No,Yes
2850,West Bengal,District_5,2017-04-06,Soil,350.9,27,77.84,Illegal Dumping,Recovered,4706846,57,No,76,4,139.3,3.23,379,7.03,26.4,No,No
2851,Tamil Nadu,District_14,2013-07-13,Soil,350.9,53,49.15,Industrial Waste,Unrecovered,1304530,229,Yes,64,1,139.3,3.23,210,7.03,26.4,No,No
2852,Maharashtra,District_20,2015-03-22,Soil,350.9,164,23.25,Deforestation,Unrecovered,184115,107,No,101,5,139.3,3.23,178,7.03,26.4,Yes,Yes
2853,Uttar Pradesh,District_3,2018-02-04,Soil,350.9,364,20.32,Urban Expansion,Unrecovered,4702034,18,No,93,0,139.3,3.23,134,7.03,26.4,Yes,Yes
2854,Odisha,District_5,2023-06-09,Mixed,350.9,419,17.37,Illegal Dumping,Unrecovered,1677716,140,Yes,44,5,139.3,3.23,118,7.03,26.4,Yes,No
2855,Maharashtra,District_16,2023-08-27,Soil,350.9,386,77.94,Urban Expansion,Unrecovered,2184232,159,Yes,142,4,139.3,3.23,104,7.03,26.4,Yes,Yes
2856,Odisha,District_18,2014-06-20,Mixed,350.9,240,23.67,Agricultural Runoff,Recovered,3111706,99,No,83,8,139.3,3.23,134,7.03,26.4,Yes,No
2857,Bihar,District_17,2017-10-04,Water,350.9,380,53.14,Illegal Dumping,Unrecovered,73131,264,Yes,133,6,139.3,3.23,394,7.03,26.4,No,Yes
2858,Odisha,District_11,2018-08-12,Soil,350.9,325,45.7,Deforestation,Partially Recovered,872447,237,No,99,5,139.3,3.23,378,7.03,26.4,No,Yes
2859,Gujarat,District_17,2019-08-27,Mixed,350.9,411,58.38,Urban Expansion,Unrecovered,1907464,237,No,25,6,139.3,3.23,129,7.03,26.4,No,Yes
2860,Punjab,District_16,2013-12-28,Soil,350.9,234,87.84,Industrial Waste,Partially Recovered,4938137,48,Yes,178,9,139.3,3.23,269,7.03,26.4,Yes,No
2861,Tamil Nadu,District_2,2013-10-13,Soil,350.9,226,86.91,Industrial Waste,Recovered,1212737,164,No,102,4,139.3,3.23,159,7.03,26.4,No,No
2862,Kerala,District_4,2016-02-01,Soil,350.9,65,45.66,Industrial Waste,Recovered,2960822,286,No,73,0,139.3,3.23,302,7.03,26.4,Yes,No
2863,West Bengal,District_7,2022-06-08,Mixed,350.9,40,2.52,Illegal Dumping,Partially Recovered,4542388,58,No,122,8,139.3,3.23,366,7.03,26.4,Yes,Yes
2864,Gujarat,District_2,2021-06-03,Air,350.9,366,43.22,Deforestation,Unrecovered,1918924,182,Yes,71,4,139.3,3.23,213,7.03,26.4,Yes,No
2865,Odisha,District_6,2010-09-29,Soil,350.9,68,61.01,Deforestation,Recovered,4947190,146,Yes,117,3,139.3,3.23,152,7.03,26.4,Yes,No
2866,Karnataka,District_17,2021-12-02,Soil,350.9,389,56.22,Deforestation,Recovered,2430692,95,Yes,82,5,139.3,3.23,162,7.03,26.4,Yes,Yes
2867,Tamil Nadu,District_7,2020-02-04,Water,350.9,395,65.48,Urban Expansion,Recovered,2111029,42,Yes,130,4,139.3,3.23,301,7.03,26.4,No,Yes
2868,Gujarat,District_5,2014-11-11,Air,350.9,362,16.25,Illegal Dumping,Unrecovered,4812848,256,No,116,0,139.3,3.23,201,7.03,26.4,No,No
